Date,co2,no2,sootA,sootM
494163432,47,39,23,98
494163433,19,45,20,435
494163434,370,39,14,37
494163435,424,40,21,302
494163436,463,41,17,140
494163437,24,31,17,225
494163438,358,45,17,438
494163439,411,42,15,40
494163440,271,34,23,49
494163441,116,41,20,412
494163442,284,43,25,469
494163443,396,37,24,53
494163444,1,35,12,246
494163445,473,40,21,181
494163446,200,32,17,73
494163447,237,35,12,441
494163448,100,42,17,303
494163449,336,39,15,150
494163450,394,30,14,146
494163451,310,41,13,205
494163452,242,43,12,160
494163453,114,34,12,295
494163454,472,31,17,347
494163455,161,35,16,245
494163456,422,34,14,48
494163457,73,35,18,194
494163458,240,34,21,285
494163459,128,32,13,300
494163460,144,32,19,288
494163461,294,37,14,281
494163462,56,45,25,364
494163463,248,30,13,183
494163464,47,39,23,98
494163465,19,45,20,435
494163466,370,39,14,37
494163467,424,40,21,302
494163468,463,41,17,140
494163469,24,31,17,225
494163470,358,45,17,438
494163471,411,42,15,40
494163472,271,34,23,49
494163473,116,41,20,412
494163474,284,43,25,469
494163475,396,37,24,53
494163476,1,35,12,246
494163477,473,40,21,181
494163478,200,32,17,73
494163479,237,35,12,441
494163480,100,42,17,303
494163481,336,39,15,150
494163482,394,30,14,146
494163483,310,41,13,205
494163484,242,43,12,160
494163485,114,34,12,295
494163486,472,31,17,347
494163487,161,35,16,245
494163488,422,34,14,48
494163489,73,35,18,194
494163490,240,34,21,285
494163491,128,32,13,300
494163492,144,32,19,288
494163493,294,37,14,281
494163494,56,45,25,364
494163495,248,30,13,183
494163496,47,39,23,98
494163497,19,45,20,435
494163498,370,39,14,37
494163499,424,40,21,302
494163500,463,41,17,140
494163501,24,31,17,225
494163502,358,45,17,438
494163503,411,42,15,40
494163504,271,34,23,49
494163505,116,41,20,412
494163506,284,43,25,469
494163507,396,37,24,53
494163508,1,35,12,246
494163509,473,40,21,181
494163510,200,32,17,73
494163511,237,35,12,441
494163512,100,42,17,303
494163513,336,39,15,150
494163514,394,30,14,146
494163515,310,41,13,205
494163516,242,43,12,160
494163517,114,34,12,295
494163518,472,31,17,347
494163519,161,35,16,245
494163520,422,34,14,48
494163521,73,35,18,194
494163522,240,34,21,285
494163523,128,32,13,300
494163524,144,32,19,288
494163525,294,37,14,281
494163526,56,45,25,364
494163527,248,30,13,183
494163528,47,39,23,98
494163529,19,45,20,435
494163530,370,39,14,37
494163531,424,40,21,302
494163532,463,41,17,140
494163533,24,31,17,225
494163534,358,45,17,438
494163535,411,42,15,40
494163536,271,34,23,49
494163537,116,41,20,412
494163538,284,43,25,469
494163539,396,37,24,53
494163540,1,35,12,246
494163541,473,40,21,181
494163542,200,32,17,73
494163543,237,35,12,441
494163544,100,42,17,303
494163545,336,39,15,150
494163546,394,30,14,146
494163547,310,41,13,205
494163548,242,43,12,160
494163549,114,34,12,295
494163550,472,31,17,347
494163551,161,35,16,245
494163552,422,34,14,48
494163553,73,35,18,194
494163554,240,34,21,285
494163555,128,32,13,300
494163556,144,32,19,288
494163557,294,37,14,281
494163558,56,45,25,364
494163559,248,30,13,183
494163560,47,39,23,98
494163561,19,45,20,435
494163562,370,39,14,37
494163563,424,40,21,302
494163564,463,41,17,140
494163565,24,31,17,225
494163566,358,45,17,438
494163567,411,42,15,40
494163568,271,34,23,49
494163569,116,41,20,412
494163570,284,43,25,469
494163571,396,37,24,53
494163572,1,35,12,246
494163573,473,40,21,181
494163574,200,32,17,73
494163575,237,35,12,441
494163576,100,42,17,303
494163577,336,39,15,150
494163578,394,30,14,146
494163579,310,41,13,205
494163580,242,43,12,160
494163581,114,34,12,295
494163582,472,31,17,347
494163583,161,35,16,245
494163584,422,34,14,48
494163585,73,35,18,194
494163586,240,34,21,285
494163587,128,32,13,300
494163588,144,32,19,288
494163589,294,37,14,281
494163590,56,45,25,364
494163591,248,30,13,183
494163592,47,39,23,98
494163593,19,45,20,435
494163594,370,39,14,37
494163595,424,40,21,302
494163596,463,41,17,140
494163597,24,31,17,225
494163598,358,45,17,438
494163599,411,42,15,40
494163600,271,34,23,49
494163601,116,41,20,412
494163602,284,43,25,469
494163603,396,37,24,53
494163604,1,35,12,246
494163605,473,40,21,181
494163606,200,32,17,73
494163607,237,35,12,441
494163608,100,42,17,303
494163609,336,39,15,150
494163610,394,30,14,146
494163611,310,41,13,205
494163612,242,43,12,160
494163613,114,34,12,295
494163614,472,31,17,347
494163615,161,35,16,245
494163616,422,34,14,48
494163617,73,35,18,194
494163618,240,34,21,285
494163619,128,32,13,300
494163620,144,32,19,288
494163621,294,37,14,281
494163622,56,45,25,364
494163623,248,30,13,183
494163624,47,39,23,98
494163625,19,45,20,435
494163626,370,39,14,37
494163627,424,40,21,302
494163628,463,41,17,140
494163629,24,31,17,225
494163630,358,45,17,438
494163631,411,42,15,40
494163632,271,34,23,49
494163633,116,41,20,412
494163634,284,43,25,469
494163635,396,37,24,53
494163636,1,35,12,246
494163637,473,40,21,181
494163638,200,32,17,73
494163639,237,35,12,441
494163640,100,42,17,303
494163641,336,39,15,150
494163642,394,30,14,146
494163643,310,41,13,205
494163644,242,43,12,160
494163645,114,34,12,295
494163646,472,31,17,347
494163647,161,35,16,245
494163648,422,34,14,48
494163649,73,35,18,194
494163650,240,34,21,285
494163651,128,32,13,300
494163652,144,32,19,288
494163653,294,37,14,281
494163654,56,45,25,364
494163655,248,30,13,183
494163656,47,39,23,98
494163657,19,45,20,435
494163658,370,39,14,37
494163659,424,40,21,302
494163660,463,41,17,140
494163661,24,31,17,225
494163662,358,45,17,438
494163663,411,42,15,40
494163664,271,34,23,49
494163665,116,41,20,412
494163666,284,43,25,469
494163667,396,37,24,53
494163668,1,35,12,246
494163669,473,40,21,181
494163670,200,32,17,73
494163671,237,35,12,441
494163672,100,42,17,303
494163673,336,39,15,150
494163674,394,30,14,146
494163675,310,41,13,205
494163676,242,43,12,160
494163677,114,34,12,295
494163678,472,31,17,347
494163679,161,35,16,245
494163680,422,34,14,48
494163681,73,35,18,194
494163682,240,34,21,285
494163683,128,32,13,300
494163684,144,32,19,288
494163685,294,37,14,281
494163686,56,45,25,364
494163687,248,30,13,183
494163688,47,39,23,98
494163689,19,45,20,435
494163690,370,39,14,37
494163691,424,40,21,302
494163692,463,41,17,140
494163693,24,31,17,225
494163694,358,45,17,438
494163695,411,42,15,40
494163696,271,34,23,49
494163697,116,41,20,412
494163698,284,43,25,469
494163699,396,37,24,53
494163700,1,35,12,246
494163701,473,40,21,181
494163702,200,32,17,73
494163703,237,35,12,441
494163704,100,42,17,303
494163705,336,39,15,150
494163706,394,30,14,146
494163707,310,41,13,205
494163708,242,43,12,160
494163709,114,34,12,295
494163710,472,31,17,347
494163711,161,35,16,245
494163712,422,34,14,48
494163713,73,35,18,194
494163714,240,34,21,285
494163715,128,32,13,300
494163716,144,32,19,288
494163717,294,37,14,281
494163718,56,45,25,364
494163719,248,30,13,183
494163720,47,39,23,98
494163721,19,45,20,435
494163722,370,39,14,37
494163723,424,40,21,302
494163724,463,41,17,140
494163725,24,31,17,225
494163726,358,45,17,438
494163727,411,42,15,40
494163728,271,34,23,49
494163729,116,41,20,412
494163730,284,43,25,469
494163731,396,37,24,53
494163732,1,35,12,246
494163733,473,40,21,181
494163734,200,32,17,73
494163735,237,35,12,441
494163736,100,42,17,303
494163737,336,39,15,150
494163738,394,30,14,146
494163739,310,41,13,205
494163740,242,43,12,160
494163741,114,34,12,295
494163742,472,31,17,347
494163743,161,35,16,245
494163744,422,34,14,48
494163745,73,35,18,194
494163746,240,34,21,285
494163747,128,32,13,300
494163748,144,32,19,288
494163749,294,37,14,281
494163750,56,45,25,364
494163751,248,30,13,183
494163752,47,39,23,98
494163753,19,45,20,435
494163754,370,39,14,37
494163755,424,40,21,302
494163756,463,41,17,140
494163757,24,31,17,225
494163758,358,45,17,438
494163759,411,42,15,40
494163760,271,34,23,49
494163761,116,41,20,412
494163762,284,43,25,469
494163763,396,37,24,53
494163764,1,35,12,246
494163765,473,40,21,181
494163766,200,32,17,73
494163767,237,35,12,441
494163768,100,42,17,303
494163769,336,39,15,150
494163770,394,30,14,146
494163771,310,41,13,205
494163772,242,43,12,160
494163773,114,34,12,295
494163774,472,31,17,347
494163775,161,35,16,245
494163776,422,34,14,48
494163777,73,35,18,194
494163778,240,34,21,285
494163779,128,32,13,300
494163780,144,32,19,288
494163781,294,37,14,281
494163782,56,45,25,364
494163783,248,30,13,183
494163784,47,39,23,98
494163785,19,45,20,435
494163786,370,39,14,37
494163787,424,40,21,302
494163788,463,41,17,140
494163789,24,31,17,225
494163790,358,45,17,438
494163791,411,42,15,40
494163792,271,34,23,49
494163793,116,41,20,412
494163794,284,43,25,469
494163795,396,37,24,53
494163796,1,35,12,246
494163797,473,40,21,181
494163798,200,32,17,73
494163799,237,35,12,441
494163800,100,42,17,303
494163801,336,39,15,150
494163802,394,30,14,146
494163803,310,41,13,205
494163804,242,43,12,160
494163805,114,34,12,295
494163806,472,31,17,347
494163807,161,35,16,245
494163808,422,34,14,48
494163809,73,35,18,194
494163810,240,34,21,285
494163811,128,32,13,300
494163812,144,32,19,288
494163813,294,37,14,281
494163814,56,45,25,364
494163815,248,30,13,183
494163816,47,39,23,98
494163817,19,45,20,435
494163818,370,39,14,37
494163819,424,40,21,302
494163820,463,41,17,140
494163821,24,31,17,225
494163822,358,45,17,438
494163823,411,42,15,40
494163824,271,34,23,49
494163825,116,41,20,412
494163826,284,43,25,469
494163827,396,37,24,53
494163828,1,35,12,246
494163829,473,40,21,181
494163830,200,32,17,73
494163831,237,35,12,441
494163832,100,42,17,303
494163833,336,39,15,150
494163834,394,30,14,146
494163835,310,41,13,205
494163836,242,43,12,160
494163837,114,34,12,295
494163838,472,31,17,347
494163839,161,35,16,245
494163840,422,34,14,48
494163841,73,35,18,194
494163842,240,34,21,285
494163843,128,32,13,300
494163844,144,32,19,288
494163845,294,37,14,281
494163846,56,45,25,364
494163847,248,30,13,183
494163848,47,39,23,98
494163849,19,45,20,435
494163850,370,39,14,37
494163851,424,40,21,302
494163852,463,41,17,140
494163853,24,31,17,225
494163854,358,45,17,438
494163855,411,42,15,40
494163856,271,34,23,49
494163857,116,41,20,412
494163858,284,43,25,469
494163859,396,37,24,53
494163860,1,35,12,246
494163861,473,40,21,181
494163862,200,32,17,73
494163863,237,35,12,441
494163864,100,42,17,303
494163865,336,39,15,150
494163866,394,30,14,146
494163867,310,41,13,205
494163868,242,43,12,160
494163869,114,34,12,295
494163870,472,31,17,347
494163871,161,35,16,245
494163872,422,34,14,48
494163873,73,35,18,194
494163874,240,34,21,285
494163875,128,32,13,300
494163876,144,32,19,288
494163877,294,37,14,281
494163878,56,45,25,364
494163879,248,30,13,183
494163880,47,39,23,98
494163881,19,45,20,435
494163882,370,39,14,37
494163883,424,40,21,302
494163884,463,41,17,140
494163885,24,31,17,225
494163886,358,45,17,438
494163887,411,42,15,40
494163888,271,34,23,49
494163889,116,41,20,412
494163890,284,43,25,469
494163891,396,37,24,53
494163892,1,35,12,246
494163893,473,40,21,181
494163894,200,32,17,73
494163895,237,35,12,441
494163896,100,42,17,303
494163897,336,39,15,150
494163898,394,30,14,146
494163899,310,41,13,205
494163900,242,43,12,160
494163901,114,34,12,295
494163902,472,31,17,347
494163903,161,35,16,245
494163904,422,34,14,48
494163905,73,35,18,194
494163906,240,34,21,285
494163907,128,32,13,300
494163908,144,32,19,288
494163909,294,37,14,281
494163910,56,45,25,364
494163911,248,30,13,183
494163912,47,39,23,98
494163913,19,45,20,435
494163914,370,39,14,37
494163915,424,40,21,302
494163916,463,41,17,140
494163917,24,31,17,225
494163918,358,45,17,438
494163919,411,42,15,40
494163920,271,34,23,49
494163921,116,41,20,412
494163922,284,43,25,469
494163923,396,37,24,53
494163924,1,35,12,246
494163925,473,40,21,181
494163926,200,32,17,73
494163927,237,35,12,441
494163928,100,42,17,303
494163929,336,39,15,150
494163930,394,30,14,146
494163931,310,41,13,205
494163932,242,43,12,160
494163933,114,34,12,295
494163934,472,31,17,347
494163935,161,35,16,245
494163936,422,34,14,48
494163937,73,35,18,194
494163938,240,34,21,285
494163939,128,32,13,300
494163940,144,32,19,288
494163941,294,37,14,281
494163942,56,45,25,364
494163943,248,30,13,183
494163944,47,39,23,98
494163945,19,45,20,435
494163946,370,39,14,37
494163947,424,40,21,302
494163948,463,41,17,140
494163949,24,31,17,225
494163950,358,45,17,438
494163951,411,42,15,40
494163952,271,34,23,49
494163953,116,41,20,412
494163954,284,43,25,469
494163955,396,37,24,53
494163956,1,35,12,246
494163957,473,40,21,181
494163958,200,32,17,73
494163959,237,35,12,441
494163960,100,42,17,303
494163961,336,39,15,150
494163962,394,30,14,146
494163963,310,41,13,205
494163964,242,43,12,160
494163965,114,34,12,295
494163966,472,31,17,347
494163967,161,35,16,245
494163968,422,34,14,48
494163969,73,35,18,194
494163970,240,34,21,285
494163971,128,32,13,300
494163972,144,32,19,288
494163973,294,37,14,281
494163974,56,45,25,364
494163975,248,30,13,183
494163976,47,39,23,98
494163977,19,45,20,435
494163978,370,39,14,37
494163979,424,40,21,302
494163980,463,41,17,140
494163981,24,31,17,225
494163982,358,45,17,438
494163983,411,42,15,40
494163984,271,34,23,49
494163985,116,41,20,412
494163986,284,43,25,469
494163987,396,37,24,53
494163988,1,35,12,246
494163989,473,40,21,181
494163990,200,32,17,73
494163991,237,35,12,441
494163992,100,42,17,303
494163993,336,39,15,150
494163994,394,30,14,146
494163995,310,41,13,205
494163996,242,43,12,160
494163997,114,34,12,295
494163998,472,31,17,347
494163999,161,35,16,245
494164000,422,34,14,48
494164001,73,35,18,194
494164002,240,34,21,285
494164003,128,32,13,300
494164004,144,32,19,288
494164005,294,37,14,281
494164006,56,45,25,364
494164007,248,30,13,183
494164008,47,39,23,98
494164009,19,45,20,435
494164010,370,39,14,37
494164011,424,40,21,302
494164012,463,41,17,140
494164013,24,31,17,225
494164014,358,45,17,438
494164015,411,42,15,40
494164016,271,34,23,49
494164017,116,41,20,412
494164018,284,43,25,469
494164019,396,37,24,53
494164020,1,35,12,246
494164021,473,40,21,181
494164022,200,32,17,73
494164023,237,35,12,441
494164024,100,42,17,303
494164025,336,39,15,150
494164026,394,30,14,146
494164027,310,41,13,205
494164028,242,43,12,160
494164029,114,34,12,295
494164030,472,31,17,347
494164031,161,35,16,245
494164032,422,34,14,48
494164033,73,35,18,194
494164034,240,34,21,285
494164035,128,32,13,300
494164036,144,32,19,288
494164037,294,37,14,281
494164038,56,45,25,364
494164039,248,30,13,183
494164040,47,39,23,98
494164041,19,45,20,435
494164042,370,39,14,37
494164043,424,40,21,302
494164044,463,41,17,140
494164045,24,31,17,225
494164046,358,45,17,438
494164047,411,42,15,40
494164048,271,34,23,49
494164049,116,41,20,412
494164050,284,43,25,469
494164051,396,37,24,53
494164052,1,35,12,246
494164053,473,40,21,181
494164054,200,32,17,73
494164055,237,35,12,441
494164056,100,42,17,303
494164057,336,39,15,150
494164058,394,30,14,146
494164059,310,41,13,205
494164060,242,43,12,160
494164061,114,34,12,295
494164062,472,31,17,347
494164063,161,35,16,245
494164064,422,34,14,48
494164065,73,35,18,194
494164066,240,34,21,285
494164067,128,32,13,300
494164068,144,32,19,288
494164069,294,37,14,281
494164070,56,45,25,364
494164071,248,30,13,183
494164072,47,39,23,98
494164073,19,45,20,435
494164074,370,39,14,37
494164075,424,40,21,302
494164076,463,41,17,140
494164077,24,31,17,225
494164078,358,45,17,438
494164079,411,42,15,40
494164080,271,34,23,49
494164081,116,41,20,412
494164082,284,43,25,469
494164083,396,37,24,53
494164084,1,35,12,246
494164085,473,40,21,181
494164086,200,32,17,73
494164087,237,35,12,441
494164088,100,42,17,303
494164089,336,39,15,150
494164090,394,30,14,146
494164091,310,41,13,205
494164092,242,43,12,160
494164093,114,34,12,295
494164094,472,31,17,347
494164095,161,35,16,245
494164096,422,34,14,48
494164097,73,35,18,194
494164098,240,34,21,285
494164099,128,32,13,300
494164100,144,32,19,288
494164101,294,37,14,281
494164102,56,45,25,364
494164103,248,30,13,183
494164104,47,39,23,98
494164105,19,45,20,435
494164106,370,39,14,37
494164107,424,40,21,302
494164108,463,41,17,140
494164109,24,31,17,225
494164110,358,45,17,438
494164111,411,42,15,40
494164112,271,34,23,49
494164113,116,41,20,412
494164114,284,43,25,469
494164115,396,37,24,53
494164116,1,35,12,246
494164117,473,40,21,181
494164118,200,32,17,73
494164119,237,35,12,441
494164120,100,42,17,303
494164121,336,39,15,150
494164122,394,30,14,146
494164123,310,41,13,205
494164124,242,43,12,160
494164125,114,34,12,295
494164126,472,31,17,347
494164127,161,35,16,245
494164128,422,34,14,48
494164129,73,35,18,194
494164130,240,34,21,285
494164131,128,32,13,300
494164132,144,32,19,288
494164133,294,37,14,281
494164134,56,45,25,364
494164135,248,30,13,183
494164136,47,39,23,98
494164137,19,45,20,435
494164138,370,39,14,37
494164139,424,40,21,302
494164140,463,41,17,140
494164141,24,31,17,225
494164142,358,45,17,438
494164143,411,42,15,40
494164144,271,34,23,49
494164145,116,41,20,412
494164146,284,43,25,469
494164147,396,37,24,53
494164148,1,35,12,246
494164149,473,40,21,181
494164150,200,32,17,73
494164151,237,35,12,441
494164152,100,42,17,303
494164153,336,39,15,150
494164154,394,30,14,146
494164155,310,41,13,205
494164156,242,43,12,160
494164157,114,34,12,295
494164158,472,31,17,347
494164159,161,35,16,245
494164160,422,34,14,48
494164161,73,35,18,194
494164162,240,34,21,285
494164163,128,32,13,300
494164164,144,32,19,288
494164165,294,37,14,281
494164166,56,45,25,364
494164167,248,30,13,183
494164168,47,39,23,98
494164169,19,45,20,435
494164170,370,39,14,37
494164171,424,40,21,302
494164172,463,41,17,140
494164173,24,31,17,225
494164174,358,45,17,438
494164175,411,42,15,40
494164176,271,34,23,49
